college_name,state,stream,affiliation,website,placement_officer_name,placement_email,placement_phone,backup_emails_found,backup_phones_found,fallback_contact_email,fallback_contact_phone,confidence_score,source_urls,email_verified,last_scraped,status,outreach_status
"Meenakshi College of Engineering, Chennai",Tamil Nadu,Engineering,,https://www.meenakshiammantemple.com/,,,,,,tfortemples@gmail.com,,70,,0,2026-08-02T16:33:42+00:00,Failed,New
Mepco Schlenk Engineering College,Tamil Nadu,Engineering,Anna University,https://sites.google.com/view/mepco-schlenk/home,,placements@uasd.in,,,,placements@uasd.in,,0,,0,,Needs Follow-up,New
Methodist College of Engineering and Technology,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://www.methodist.edu.in,,admission@methodist.edu.in,,"info@methodist.edu.in, info@methodist.edu.in","+91-8886989722, +91-8886989522",admission@methodist.edu.in,+91-4024753445,0,,0,,Needs Follow-up,New
Middle School,Andhra Pradesh,Engineering,,https://schoolinfra.ap.gov.in/,,,,,,,,55,,0,2026-08-03T12:11:41+00:00,Failed,New
Mohamed Sathak Engineering College,Tamil Nadu,Engineering,Anna University,https://www.msec.org.in/,,placement@msec.org.in,,,,placement@msec.org.in,,0,,0,,Needs Follow-up,New
Mohan Babu University Tirupati,Andhra Pradesh,BCA,,https://mohansrestaurant.com/,,,,"filler@godaddy.comordersmy, filler@godaddy.comhomerestaurant, filler@godaddy.com",+91-4127933121,filler@godaddy.comordersmy,+91-4127933121,70,https://mohansrestaurant.com/,0,2026-08-02T15:45:21+00:00,Needs Follow-up,New
"Moodlakatte Institute of Technology, Kundapura",Karnataka,Engineering,VTU,https://www.mitkundapura.com/index.php/placement/,,office@mitkundapura.com,,info@mitkundapura.com,,office@mitkundapura.com,+91-9036021033,0,,0,,Needs Follow-up,New
Mother Theresa Institute of Engineering and Technology,Andhra Pradesh,Engineering,JNTU,https://www.mtieat.org,,info@mtieat.org,,"mtieat@gmail.com, mtieat@gmail.com",,info@mtieat.org,+91-8579268589,0,,0,,Needs Follow-up,New
Mother Theresa Institute of Engineering and Technology - [MTIET],Andhra Pradesh,Engineering,JNTUK,https://www.mtieat.org/,,placement@mtieat.org,,,,placement@mtieat.org,+91-8579268589,0,,0,,Needs Follow-up,New
Mount Carmel College Admission,Karnataka,BCA,,https://mountcarmelcollege.ac.in/academics/admission,,,,mountcarmeltrainingcollege@gmail.com,+91-9495873120,mountcarmeltrainingcollege@gmail.com,+91-9495873120,75,"https://mountcarmelcollege.ac.in/contact-us/, https://mountcarmelcollege.ac.in/academics/admission, https://mountcarmelcollege.ac.in/complaint-portal/, https://mountcarmelcollege.ac.in/subject-associations-clubs/, https://mountcarmelcollege.ac.in/self-study-courses/, https://mountcarmelcollege.ac.in/documents/, https://mountcarmelcollege.ac.in/health-fitness-centre/, https://mountcarmelcollege.ac.in/health-physical-education/",0,2026-08-02T13:11:06+00:00,Needs Follow-up,New
Mount Carmel College Placements,Karnataka,BCA,,https://mountcarmelcollege.ac.in/,,,,mountcarmeltrainingcollege@gmail.com,+91-9495873120,mountcarmeltrainingcollege@gmail.com,+91-9495873120,85,"https://mountcarmelcollege.ac.in/our-foundress/, https://mountcarmelcollege.ac.in/play-ground/, https://mountcarmelcollege.ac.in/naac-certificate/, https://mountcarmelcollege.ac.in/awards_achievements/, https://mountcarmelcollege.ac.in/subject-associations-clubs/, https://mountcarmelcollege.ac.in/ict-resource-centre/, https://mountcarmelcollege.ac.in/achievements/, https://mountcarmelcollege.ac.in/seminar-hall/",0,2026-08-02T13:12:10+00:00,Needs Follow-up,New
Muthayammal Engineering College,Tamil Nadu,Engineering,Anna University,https://mec.edu.in/mec/placements/,,info@mec.edu.in,,,,info@mec.edu.in,+91-9442226737,0,,0,,Needs Follow-up,New
"N.I.E. Institute of Technology, Mysore",Karnataka,Engineering,VTU,https://nie.ac.in/,,admission@nie.ac.in,,,,admission@nie.ac.in,+91-8214004900,0,,0,,Needs Follow-up,New
NAGARJUNA COLLEGE OF ENGINEERING & TECHNOLOGY,Karnataka,Engineering,,https://ncet.co.in/,,,,,,8722992333info@ncetmail.comnagarjuna,+91-8035525181,50,,0,2026-08-02T10:48:45+00:00,Failed,New
NBKR Institute of Science and Technology Vidyanagar,Andhra Pradesh,Engineering,JNTU,http://www.nbkrist.org,,ist@nbkrist.org,,"website@nbkrist.org, website@nbkrist.org",+91-8985159547,ist@nbkrist.org,+91-8985382247,0,,0,,Needs Follow-up,New
NBKR Institute of Science and Technology Vidyanagar - [NBKRIST],Andhra Pradesh,Engineering,JNTUK,https://www.nbkrist.org/,,placement@nbkrist.org,,,,placement@nbkrist.org,+91-8985382247,0,,0,,Needs Follow-up,New
"NBKR Institute of Science and Technology, Vidyanagar",Andhra Pradesh,Engineering,,https://nbkrist.org/,,,+91-8985382247,"ist@nbkrist.org, website@nbkrist.org, mslu544@nbkrist.org, verify@nbkrist.org, chandrakanth@nbkrist.org, mutchakala@nbkrist.org, knreddy1974@nbkrist.org, isanaka2008@nbkrist.org, sriharip@nbkrist.org, crreddy1966@gmail.com, pvsreddy1970@gmail.com, rajareddy4u@rediffmail.com, narayanaraoappini@gmail.com","+91-8985159547, +91-9441572755, +91-9440126292, +91-9441615716, +91-9703676799, +91-9398618539, +91-9441057392, +91-8297265199, +91-9246422966, +91-9492635508",ist@nbkrist.org,,70,"https://nbkrist.org/careers.php, https://nbkrist.org/contactus.php, https://nbkrist.org/, https://nbkrist.org/NCC_NAVAL.php, https://nbkrist.org/correspondent.php, https://nbkrist.org/innovation.php, https://nbkrist.org/csi_sb.php, https://nbkrist.org/yogaclub.php",0,2026-08-02T12:36:14+00:00,Needs Follow-up,New
NEW HORIZON COLLEGE OF ENGINEERING,Karnataka,Engineering,,https://newhorizonindia.edu/,,,+91-9880534935,assistant@newhorizonindia.edu,+91-8066297777,assistant@newhorizonindia.edu,,100,"https://newhorizonindia.edu/management-college-of-the-year-2014-in-excellent-placement/, https://newhorizonindia.edu/about/, https://newhorizonindia.edu/, https://newhorizonindia.edu/presidents-message/, https://newhorizonindia.edu/social-outreach/, https://newhorizonindia.edu/sargam-fest/, https://newhorizonindia.edu/new-horizon-signs-mou-with-tech-giant-ibm/, https://newhorizonindia.edu/site-map1/",0,2026-08-03T11:24:29+00:00,Needs Follow-up,New
NIE First Grade College,Karnataka,BCA,University of Mysore,http://niefgc.ac.in/,,info@niefgc.ac.in,,,,info@niefgc.ac.in,+91-8212489676,0,,0,,Needs Follow-up,New
NIT Andhra Pradesh - National Institute of Technology,Andhra Pradesh,Engineering,,https://nitandhra.ac.in/main/contact.php,,,,,,,,90,,0,2026-08-03T12:53:18+00:00,Failed,New
NIT Surathkal (NITK) - National Institute of Technology Karnataka Surathkal,Karnataka,Engineering,,https://www.nitk.ac.in/,,,,,,,,100,,0,2026-08-03T09:58:49+00:00,Failed,New
"NMAM Institute of Technology, Karkala Taluk",Karnataka,Engineering,,https://nmamit-btech.nitte.edu.in/,,,,,,,,100,https://nmamit-btech.nitte.edu.in/,0,2026-08-03T11:33:08+00:00,Failed,New
Nalanda Degree College Vijayawada,Andhra Pradesh,BCA,Various AP Universities,https://ndc.edu.in/,,support@nalanda.edu.in,,,"+91-6281985524, +91-7995545389, +91-7995545390",support@nalanda.edu.in,+91-7799787824,0,,0,,Needs Follow-up,New
Nallamuthu Gounder Mahalingam College,Tamil Nadu,BCA,,https://www.ngmc.ac.in/,,placement@nifttea.inplacement,+91-9942906687,"info@ngmc.ac.in, hostel@ngmc.org, principal@ngmc.org, emanjhu@gmail.com","+91-4259234868, +91-4259234869",,,95,"https://www.ngmc.ac.in/training-and-placement/, https://www.ngmc.ac.in/, https://www.ngmc.ac.in/nirf/, https://www.ngmc.ac.in/proud-alumni-achievement/, https://www.ngmc.ac.in/iso/, https://www.ngmc.ac.in/guest-house/, https://www.ngmc.ac.in/principal-2/, https://www.ngmc.ac.in/student-life-hostel-facilities/",0,2026-08-02T14:48:57+00:00,Verified,New
Nandha Engineering College,Tamil Nadu,Engineering,Anna University,https://nandhaengg.org/about-us/,,placement@nandhainstitutions.org,,,,placement@nandhainstitutions.org,+91-4294225585,0,,0,,Needs Follow-up,New
Narasaraopeta Engineering College (Autonomous) Guntur,Andhra Pradesh,Engineering,,https://jntukucen.ac.in/,,,,08647-22619808647-227199principal@jntukucen.ac.in,,tpo@jntukucen.ac.in,+91-7702908555,65,"https://jntukucen.ac.in/placements-statistics/, https://jntukucen.ac.in/about-ieee-student-branch/, https://jntukucen.ac.in/about-narsaropet/, https://jntukucen.ac.in/about-jntuk/, https://jntukucen.ac.in/about-humanities-and-basic-sciences/, https://jntukucen.ac.in/about-wegc/, https://jntukucen.ac.in/, https://jntukucen.ac.in/library/",0,2026-08-02T12:06:45+00:00,Needs Follow-up,New
"Narayana Engineering College, Gudur Nellore",Andhra Pradesh,Engineering,,https://narayanagroup.com/,,,,info@narayanagroup.com,,3344info@narayanagroup.com10th,,70,"https://narayanagroup.com/careers, https://narayanagroup.com/about-us, https://narayanagroup.com/, https://narayanagroup.com/admission-enquiry, https://narayanagroup.com/terms-conditions, https://narayanagroup.com/nlearn, https://narayanagroup.com/centers, https://narayanagroup.com/refund-policy",0,2026-08-02T12:20:04+00:00,Needs Follow-up,New
National Degree College Nandyal,Andhra Pradesh,BCA,Various AP Universities,https://ndcndl.org/,,nationalcollegenandyal@yahoo.co.in,,,,nationalcollegenandyal@yahoo.co.in,+91-8514242256,0,,0,,Needs Follow-up,New
National Engineering College,Tamil Nadu,Engineering,Anna University,https://nec.edu.in/,,placement@nec.edu.in,,,"+91-4312503860, +91-9486001168, +91-4312503900, +91-9486001180, +91-9486001149, +91-9486001198, +91-4312500133",placement@nec.edu.in,+91-9486001162,0,,0,,Needs Follow-up,New
National Institute of Technology Tiruchirappalli,Tamil Nadu,Engineering,,https://nittadm.samarth.edu.in/,,,,,,,,95,https://nittadm.samarth.edu.in/,0,2026-08-03T10:18:39+00:00,Failed,New
"Navodaya Institute of Technology, Raichur",Karnataka,Engineering,VTU,https://www.navodayaengineering.edu.in/ctshowcase_group/placement-staff/,,principal.nit@navodaya.edu.in,,"renuka@navodaya.edu.in, pandurangacivil.nit@navodaya.edu.in, faheem.akthar@navodaya.edu.in",,principal.nit@navodaya.edu.in,+91-8532240115,0,,0,,Needs Follow-up,New
Nehru Arts and Science College,Tamil Nadu,BCA,,https://nehruarchive.in/,,,,,,,,70,https://nehruarchive.in/,0,2026-08-02T15:12:39+00:00,Failed,New
New Horizon College,Karnataka,BCA,Bangalore University,https://nhpuc.in/,,admissionsnhpuc@newhorizonindia.edu,,,,admissionsnhpuc@newhorizonindia.edu,+91-9535691726,0,,0,,Needs Follow-up,New
"Nitte Meenakshi Institute of Technology, Bangalore",Karnataka,Engineering,,https://nitte.edu.in/,,,,"nucser@nitte.edu.in, info@nitte.edu.in, pavan.m@nitte.edu.in, admissions.nsftid@nitte.edu.in, info.nsftid@nitte.edu.inmobile","+91-8242204292, +91-8242204300, +91-9513188844, +91-8880642016, +91-9625230009",nucser@nitte.edu.in,+91-8242204292,100,"https://nitte.edu.in/nucser/master-of-science-msc-marine-biotechnology.php, https://nitte.edu.in/ncops/department-pharmacognosy.php, https://nitte.edu.in/ngsmips/bpharm.php, https://nitte.edu.in/nsftid/bdes-in-fashion-technology.php, https://nitte.edu.in/regulatory_compliance.php, https://nitte.edu.in/ncops/department-pharmaceutical-chemistry.php, https://nitte.edu.in/nmit/admissions.php",0,2026-08-02T10:54:51+00:00,Needs Follow-up,New
Nitte University,Karnataka,BCA,Bangalore University,https://www.nitte.edu.in/,,info@nitte.edu.in,,,,info@nitte.edu.in,,0,,0,,Needs Follow-up,New
"Nitte University - [NITTE], Mangalore",Karnataka,BCA,Bangalore University,https://nitte.edu.in/,,info@nitte.edu.in,,,+91-9513188844,info@nitte.edu.in,+91-8242204300,0,,0,,Needs Follow-up,New
Osmania College Kurnool,Andhra Pradesh,BCA,Various AP Universities,http://www.osmaniacollegekurnool.com,,principal_ock@rediffmail.com,,"principalock@gmail.com, principalock@gmail.com",+91-7901022206,principal_ock@rediffmail.com,+91-8518244675,0,,0,,Needs Follow-up,New
"P A College of Engineering, Mangalore",Karnataka,Engineering,VTU,http://www.pace.edu.in,,admission@pace.edu.in,,,+91-9980022000,admission@pace.edu.in,+91-8242284704,0,,0,,Needs Follow-up,New
P D A COLLEGE OF ENGINEERING,Karnataka,Engineering,,https://www.pdacek.ac.in/,,,,,,,,95,,0,2026-08-02T10:49:32+00:00,Failed,New
"P.E.S COLLEGE OF ENGINEERING, MANDYA",Karnataka,Engineering,,https://www.pesce.ac.in/,,,,"prasad@pesce.ac.in, sharathg@pesce.ac.in, shruthir@pesce.ac.in, vidyashree@pesce.ac.in, varshitha@pesce.ac.in, bindulakshimi@pesce.ac.in, sunidhigowda@pesce.ac.in, shalom@pesce.ac.in, usha@pesce.ac.in, admissions@pesce.ac.in, info@gmail.com.com, ghanaraja08@gmail.com, rudreshaddamani@gmail.com, babukjm1008@yahoo.com, sadashiva015@gmail.com, gpavan1989@gmail.com, madhusudanack.008@gmail.com, prof.puttaswamy@gmail.com, shobithprakash@gmail.com, nayaka.abhi11@gmail.com, harinimrmaha@gmail.com, jeshmaprakruti@gmail.com, kypooja21@gmail.com, mailtorupeshs@gmail.com","+91-9449149167, +91-9739102611, +91-9448754666, +91-9972212773, +91-9686632650, +91-9846048651, +91-7338513801, +91-9448282588, +91-9876543210, +91-8232220043",prasad@pesce.ac.in,+91-9449149167,65,"https://www.pesce.ac.in/news-details.php?id=43, https://www.pesce.ac.in/news-details.php?id=73, https://www.pesce.ac.in/dep-math.php, https://www.pesce.ac.in/news-details.php?id=145, https://www.pesce.ac.in/secure-campus.php, https://www.pesce.ac.in/news-details.php?id=37, https://www.pesce.ac.in/news-details.php?id=191",0,2026-08-03T05:50:49+00:00,Needs Follow-up,New
"P.E.S. Institute of Technology and Management, Shimoga",Karnataka,Engineering,VTU,https://www.pestrust.edu.in/pespt/placements,,principalpolytechnic@pestrust.edu.in,,info@example.com,+91-8147053080,principalpolytechnic@pestrust.edu.in,+91-8147053079,0,,0,,Needs Follow-up,New
P.K.R. Arts College for Women,Tamil Nadu,BCA,,https://ksrwomenarts.edu.in/,,career@ksrei.org,+91-4288274741,"principal@ksrwomenarts.edu.in, office@ksrwomenarts.edu.in",+91-4288274870,,,100,"https://ksrwomenarts.edu.in/career, https://ksrwomenarts.edu.in/activities/hands-on-training-emerging-and-reemerging-viral-diseases, https://ksrwomenarts.edu.in/contact, https://ksrwomenarts.edu.in/, https://ksrwomenarts.edu.in/alumni, https://ksrwomenarts.edu.in/activities/international-conference-on-%E2%80%9Cnext-gen-business-strategies-trends,technology-and-transformation(nbsttt), https://ksrwomenarts.edu.in/exam-cell, https://ksrwomenarts.edu.in/academic/languages",0,2026-08-02T15:27:44+00:00,Verified,New
"P.N.S. Women's Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://nitte.edu.in/nmit/,,admissions.nmit@nitte.edu.in,,,,admissions.nmit@nitte.edu.in,,0,,0,,Needs Follow-up,New
P.T.R College of Engineering and Technology,Tamil Nadu,Engineering,Anna University,https://www.ptrcet.edu.in/training-placements-1/,,officeptrcet@gmail.com,,,,officeptrcet@gmail.com,+91-4526915079,0,,0,,Needs Follow-up,New
"PES University Banashankari, Bangalore",Karnataka,BCA,,https://pes.edu/,,,,"admissions080-10-297297admissions@pes.edu, pesuiqac@pes.edu",+91-8026721983,admissions080-10-297297admissions@pes.edu,+91-8026721983,65,"https://pes.edu/, https://pes.edu/faculty/, https://pes.edu/internships/, https://pes.edu/intake/, https://pes.edu/tour/, https://pes.edu/executive/, https://pes.edu/nirf/, https://pes.edu/important-dates/",0,2026-08-02T13:45:32+00:00,Needs Follow-up,New
"PES University, Bangalore",Karnataka,Engineering,,https://pu.pes.edu/,,,,,,admissions@pes.edu,+91-8010297297,65,"https://pu.pes.edu/about/, https://pu.pes.edu/international-students/, https://pu.pes.edu/history/, https://pu.pes.edu/infrastructure/, https://pu.pes.edu/campus-life/",0,2026-08-02T10:53:51+00:00,Failed,New
PRIST University Thanjavur,Tamil Nadu,BCA,Anna University,https://www.prist.ac.in/training-placement/,,contact@prist.ac.in,,,,contact@prist.ac.in,+91-9789469560,0,,0,,Needs Follow-up,New
PSG College of Arts and Science - PSGCAS,Tamil Nadu,BCA,,https://www.psgcas.ac.in/,,,,,,principal@psgcas.ac.in,+91-4224303300,100,,0,2026-08-02T14:14:41+00:00,Failed,New
"PSG Institute of Technology and Applied Research, Coimbatore",Tamil Nadu,Engineering,,https://psgitech.ac.in/,,,,"secretary@psgitech.ac.in, rajesh@psgitech.ac.in, principal@psgitech.ac.in","+91-4222233555, +91-9894700883, +91-9894499520, +91-4223933666, +91-7708120660",secretary@psgitech.ac.in,+91-4222233555,65,"https://psgitech.ac.in/contact, https://psgitech.ac.in/, https://psgitech.ac.in/secretary, https://psgitech.ac.in/staff-hostel-for-guests, https://psgitech.ac.in/materials-processing, https://psgitech.ac.in/whypsg-itech, https://psgitech.ac.in/sustainability, https://psgitech.ac.in/medical-centre",0,2026-08-03T10:19:21+00:00,Needs Follow-up,New
"PSG Tech Coimbatore - PSG College of Technology, Coimbatore",Tamil Nadu,Engineering,,https://psgtech.edu/,,,,,,,,65,,0,2026-08-02T11:17:20+00:00,Failed,New
"PSNA College of Engineering and Technology, Dindigul",Tamil Nadu,Engineering,,https://psnacet.edu.in/,,,,,,,,100,https://psnacet.edu.in/,0,2026-08-02T11:25:39+00:00,Failed,New
Paavai Engineering College,Tamil Nadu,Engineering,Anna University,https://pec.paavai.edu.in/the-department-of-mechanical-engineering-in-association-with-training-and-placement-cell-organized-a-webinar-on-03-07-2020/,,info@paavai.edu.in,,,,info@paavai.edu.in,+91-4286243038,0,,0,,Needs Follow-up,New
"Padmashree Institute of Management and Sciences - [PIMS], Bangalore",Karnataka,BCA,Bangalore University,https://padmashree.org/contact-us/,,picrprincipal@gmail.com,,rshenoy@padmashree.org,"+91-9035502833, +91-2028485206, +91-9632171973, +91-6366377377, +91-6366377388, +91-9148423066, +91-9880528855",picrprincipal@gmail.com,+91-9902863900,0,,0,,Needs Follow-up,New
"Padmashree Institute of Management and Sciences Kengeri, Bangalore",Karnataka,BCA,,https://padmashree.org/,,,,"rshenoy@padmashree.org, picrprincipal@gmail.com","+91-9902863900, +91-8046602222, +91-9620606061",rshenoy@padmashree.org,+91-9902863900,70,"https://padmashree.org/contact-us/, https://padmashree.org/about-pgi/, https://padmashree.org/, https://padmashree.org/admission-form/, https://padmashree.org/campus-life-pioha/, https://padmashree.org/admissions/, https://padmashree.org/mba-2/, https://padmashree.org/admissions-site/",0,2026-08-02T14:08:58+00:00,Needs Follow-up,New
"Panimalar Engineering College, Chennai",Tamil Nadu,Engineering,,https://panimalar.ac.in/,,placement@panimalar.ac.in,,"talent@panimalar.ac.in, info@panimalar.ac.in, pec@panimalaradmission.com",,,+91-9043891272,100,"https://panimalar.ac.in/placement.php, https://panimalar.ac.in/about-us.php, https://panimalar.ac.in/governing-body.php, https://panimalar.ac.in/journey-so-far.php, https://panimalar.ac.in/iic.php, https://panimalar.ac.in/iqac.php, https://panimalar.ac.in/enquiry/, https://panimalar.ac.in/h-index.php",0,2026-08-02T11:27:15+00:00,Needs Follow-up,New
Periyar Maniammai Institute of Science and Technology,Tamil Nadu,BCA,,https://periyar.org/,,,,psrpichennai@gmail.com,,psrpichennai@gmail.com,,70,https://periyar.org/,0,2026-08-02T14:14:19+00:00,Needs Follow-up,New
Prabhas College Vijayawada,Andhra Pradesh,BCA,,https://vijayawada.idbf.in/4705930/prabhas-degree-pg-college,,,,,,,,60,https://vijayawada.idbf.in/4705930/prabhas-degree-pg-college,0,2026-08-02T15:44:56+00:00,Failed,New
Pragati Engineering College,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://pragati.ac.in/ugc/committee/training-placement-cell/,,pragati@pragati.ac.in,,,,pragati@pragati.ac.in,+91-7330826667,0,,0,,Needs Follow-up,New
Prasad V Potluri Siddhartha Institute of Technology,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://www.pvpsiddhartha.ac.in,,principal@pvpsiddhartha.ac.in,,,"+91-8662583037, +91-8662585681, +91-8662585682, +91-8662581184",principal@pvpsiddhartha.ac.in,+91-8662581699,0,,0,,Needs Follow-up,New
Prasad V Potluri Siddhartha Institute of Technology Engineering Courses,Andhra Pradesh,Engineering,,https://www.pvpsiddhartha.ac.in/,,,,,"+91-8662581699, +91-8662583037, +91-8662585681, +91-8662585682, +91-8662581184, +91-9246400881",,+91-8662581699,100,"https://www.pvpsiddhartha.ac.in/contact_us_new.html, https://www.pvpsiddhartha.ac.in/, https://www.pvpsiddhartha.ac.in/antiragging.html, https://www.pvpsiddhartha.ac.in/iiic.html, https://www.pvpsiddhartha.ac.in/Autonomous_status.html, https://www.pvpsiddhartha.ac.in/naac_cycles.html",0,2026-08-03T09:52:57+00:00,Needs Follow-up,New
Prasad V Potluri Siddhartha Institute of Technology Placements,Andhra Pradesh,Engineering,,https://www.pvpsiddhartha.ac.in/,,,,,"+91-8662581699, +91-9490958212, +91-8662583037, +91-8662585681, +91-8662585682, +91-8662581184, +91-8666528285, +91-9490743501, +91-9440586340, +91-9845373393, +91-9440109139, +91-9866925051, +91-9246400881, +91-8074776513, +91-9491348818, +91-9491386191",,+91-8662581699,100,"https://www.pvpsiddhartha.ac.in/contact_us_new.html, https://www.pvpsiddhartha.ac.in/IQAC2019/ABOUT.html, https://www.pvpsiddhartha.ac.in/, https://www.pvpsiddhartha.ac.in/iiic.html, https://www.pvpsiddhartha.ac.in/antiragging.html, https://www.pvpsiddhartha.ac.in/Autonomous_status.html, https://www.pvpsiddhartha.ac.in/nisp.html, https://www.pvpsiddhartha.ac.in/edc.html",0,2026-08-03T12:19:56+00:00,Needs Follow-up,New
Prathyusha Engineering College,Tamil Nadu,Engineering,Anna University,https://prathyusha.edu.in/,,director-placement.training@prathyusha.edu.in,,"placement@prathyusha.edu.in, placement@prathyusha.edu.in",,director-placement.training@prathyusha.edu.in,+91-9445382005,0,,0,,Needs Follow-up,New
Presidency College BCA,Karnataka,BCA,,https://www.presidencycollege.ac.in/,,,+91-7026100500,"reach@klh.edu.in, admissions@presidency.edu.in, admissions.pg@presidency.edu.in","+91-9513962949, +91-8632388999",reach@klh.edu.in,,85,"https://www.presidencycollege.ac.in/training-and-placement-team, https://www.presidencycollege.ac.in/, https://www.presidencycollege.ac.in/notifications, https://www.presidencycollege.ac.in/department/presidency-b-school, https://www.presidencycollege.ac.in/course/mca, https://www.presidencycollege.ac.in/internship, https://www.presidencycollege.ac.in/student-counsellor, https://www.presidencycollege.ac.in/undergraduate-programmes/bba",0,2026-08-02T13:26:11+00:00,Needs Follow-up,New
Presidency College Chennai,Tamil Nadu,BCA,Various TN Universities,https://www.pcc.ac.in,,contactus@pcc.ac.in,,,,contactus@pcc.ac.in,,0,,0,,Needs Follow-up,New
Presidency College Placements,Karnataka,BCA,,https://www.presidencycollege.ac.in/,,,,"reach@klh.edu.in, admissions@presidency.edu.in, admissions.pg@presidency.edu.in","+91-7026100500, +91-9513962949, +91-8632388999",reach@klh.edu.in,+91-7026100500,85,"https://www.presidencycollege.ac.in/, https://www.presidencycollege.ac.in/nss, https://www.presidencycollege.ac.in/notifications, https://www.presidencycollege.ac.in/composition-of-iqac, https://www.presidencycollege.ac.in/research/recognized-research-guides-membership, https://www.presidencycollege.ac.in/department, https://www.presidencycollege.ac.in/research/publications",0,2026-08-02T13:19:30+00:00,Needs Follow-up,New
"Presidency College, Bangalore",Karnataka,BCA,Bangalore University,https://presidencycollege.ac.in,,admissions@presidency.edu.in,,reach@klh.edu.in,"+91-9513962949, +91-8632388999, +91-8069248989",admissions@presidency.edu.in,+91-7026100500,0,,0,,Needs Follow-up,New
Presidency Degree College,Andhra Pradesh,BCA,Andhra University,https://presidencydegreecollege.com/contact-us/,,presidencydegreecollege@gmail.com,,,"+91-8125918579, +91-9441881021",presidencydegreecollege@gmail.com,+91-8914288884,0,,0,,Needs Follow-up,New
"Presidency University, Bangalore",Karnataka,Engineering,,https://www.presidencycollege.ac.in/,,placements@presidency.edu.in,+91-7026100500,"reach@klh.edu.in, admissions@presidency.edu.in, admissions.pg@presidency.edu.in","+91-9513962949, +91-8632388999",,,95,"https://www.presidencycollege.ac.in/placement-news, https://www.presidencycollege.ac.in/placement-overview, https://www.presidencycollege.ac.in/placement-policy, https://www.presidencycollege.ac.in/, https://www.presidencycollege.ac.in/clubs-and-committees/communication-film-club, https://www.presidencycollege.ac.in/research-committee, https://www.presidencycollege.ac.in/aqar-reports, https://www.presidencycollege.ac.in/examination-policy",0,2026-08-03T11:30:07+00:00,Verified,New
Priyadharshini Engineering College,Tamil Nadu,Engineering,Anna University,http://www.priyadarshini.net.in,,principal@priyadarshini.net.in,,,"+91-9047666423, +91-9047666428",principal@priyadarshini.net.in,+91-4174227591,0,,0,,Needs Follow-up,New
QIS College of Engineering & Technology,Andhra Pradesh,Engineering,,https://qiscet.edu.in/qiscet/ABOUT_US_about_qiscet.php,,,+91-9246419542,"newsletter@qiscet.edu.in, principal@qiscet.edu.in",,newsletter@qiscet.edu.in,,55,"https://qiscet.edu.in/qiscet/PLACEMENT_AND_TRAINING_policy.php, https://qiscet.edu.in/qiscet/PLACEMENT_AND_TRAINING_industry.php, https://qiscet.edu.in/qiscet/PLACEMENT_AND_TRAINING_recruiters.php, https://qiscet.edu.in/qiscet/ABOUT_US_about_qiscet.php, https://qiscet.edu.in/qiscet/ABOUT_US_governers.php, https://qiscet.edu.in/qiscet/aboutedc.php, https://qiscet.edu.in/qiscet/ABOUT_US_Mandatory.php, https://qiscet.edu.in/qiscet/ACADEMICS_service_rules.php",0,2026-08-03T13:09:46+00:00,Needs Follow-up,New
R V COLLEGE OF ENGINEERING,Karnataka,Engineering,,https://rvce.edu.in/,,,,,,,,95,,0,2026-08-02T10:49:45+00:00,Failed,New
"R.N.S. Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://www.rnsit.ac.in/,,info@rnsit.ac.in,,"admissions@rnsit.ac.in, accounts@rnsit.ac.in, principal@rnsit.ac.in, grievance@rnsit.ac.in, tpo.cdc@rnsit.ac.in, placement@rnsit.ac.in","+91-8147286667, +91-9035960355, +91-9148476574",info@rnsit.ac.in,+91-8028611880,0,,0,,Needs Follow-up,New
"R.R. Institute of Technology, Bangalore",Karnataka,Engineering,VTU,http://www.rrit.ac.in,,niranjan.chougala@rrit.ac.in,,"ise@rrit.ac.in, principal@rrit.ac.in",,niranjan.chougala@rrit.ac.in,,0,,0,,Needs Follow-up,New
"R.T.E. Society Rural Engineering College, Hulkoti",Karnataka,Engineering,VTU,https://www.rechulkoti.edu.in/cells-and-committees3/career-guidance-%2F-placement-cell,,akshaypurushan@gmail.com,,"principal@rechulkoti.edu.in, mdhrechulkoti@gmail.com, lingraj72@gmail.com, jsatishrec@gmail.com, shangadicse@gmail.com, sugandasjp@gmail.com, krishg.libra@gmail.com, neelakanthareddy41@gmail.com, shridharritti3@gmail.com","+91-9980711773, +91-8310750398, +91-7022462868, +91-9916006542, +91-9449161232, +91-9448980874, +91-9886341240, +91-7019878756, +91-7760826020, +91-9448775465",akshaypurushan@gmail.com,+91-9742021640,0,,0,,Needs Follow-up,New
